"fmun_cod";"fmun";"ano";"total_roubos";"total_furtos";"registro_ocorrencias"
"3302700";"Maricá";"2014";"712";"1339";"6370"
"3302700";"Maricá";"2015";"688";"1533";"6988"
"3302700";"Maricá";"2016";"986";"1612";"7157"
"3302700";"Maricá";"2017";"1190";"1344";"6399"
"3302700";"Maricá";"2018";"1113";"1128";"5971"
"3302700";"Maricá";"2019";"855";"1191";"5935"
"3302700";"Maricá";"2020";"614";"1058";"5719"
"3302700";"Maricá";"2021";"638";"965";"5859"
"3302700";"Maricá";"2022";"499";"1535";"8254"
"3302700";"Maricá";"2023";"391";"1681";"9346"
"3302700";"Maricá";"2024";"354";"1849";"11715"
"3302700";"Maricá";"2025";"252";"1551";"9849"
"3302809";"Mendes";"2014";"7";"86";"593"
"3302809";"Mendes";"2015";"2";"100";"526"
"3302809";"Mendes";"2016";"10";"103";"539"
"3302809";"Mendes";"2017";"8";"70";"461"
"3302809";"Mendes";"2018";"12";"71";"647"
"3302809";"Mendes";"2019";"6";"103";"807"
"3302809";"Mendes";"2020";"6";"58";"795"
"3302809";"Mendes";"2021";"2";"77";"732"
"3302809";"Mendes";"2022";"5";"78";"883"
"3302809";"Mendes";"2023";"3";"59";"1090"
"3302809";"Mendes";"2024";"4";"78";"1086"
"3302809";"Mendes";"2025";"1";"39";"936"
"3302858";"Mesquita";"2014";"2560";"1174";"7844"
"3302858";"Mesquita";"2015";"1742";"2049";"9030"
"3302858";"Mesquita";"2016";"3350";"1670";"9768"
"3302858";"Mesquita";"2017";"3362";"1110";"8331"
"3302858";"Mesquita";"2018";"2880";"1160";"8085"
"3302858";"Mesquita";"2019";"2971";"873";"7629"
"3302858";"Mesquita";"2020";"2018";"604";"5706"
"3302858";"Mesquita";"2021";"1705";"718";"5451"
"3302858";"Mesquita";"2022";"1406";"1037";"6012"
"3302858";"Mesquita";"2023";"1373";"932";"6682"
"3302858";"Mesquita";"2024";"1599";"1253";"8057"
"3302858";"Mesquita";"2025";"897";"744";"5265"
"3302908";"Miguel Pereira";"2014";"15";"277";"1781"
"3302908";"Miguel Pereira";"2015";"15";"286";"1697"
"3302908";"Miguel Pereira";"2016";"28";"329";"1993"
"3302908";"Miguel Pereira";"2017";"27";"225";"1215"
"3302908";"Miguel Pereira";"2018";"17";"214";"1181"
"3302908";"Miguel Pereira";"2019";"8";"227";"1331"
"3302908";"Miguel Pereira";"2020";"5";"122";"1080"
"3302908";"Miguel Pereira";"2021";"7";"98";"1293"
"3302908";"Miguel Pereira";"2022";"5";"94";"1506"
"3302908";"Miguel Pereira";"2023";"5";"140";"1895"
"3302908";"Miguel Pereira";"2024";"3";"145";"2427"
"3302908";"Miguel Pereira";"2025";"3";"121";"2101"
"3303005";"Miracema";"2014";"9";"178";"1344"
"3303005";"Miracema";"2015";"9";"128";"1098"
"3303005";"Miracema";"2016";"5";"144";"948"
"3303005";"Miracema";"2017";"12";"123";"885"
"3303005";"Miracema";"2018";"8";"121";"897"
"3303005";"Miracema";"2019";"5";"126";"1091"
"3303005";"Miracema";"2020";"4";"83";"1030"
"3303005";"Miracema";"2021";"5";"79";"1299"
"3303005";"Miracema";"2022";"6";"58";"763"
"3303005";"Miracema";"2023";"3";"84";"1073"
"3303005";"Miracema";"2024";"4";"114";"1349"
"3303005";"Miracema";"2025";"2";"63";"957"
"3303104";"Natividade";"2014";"3";"122";"653"
"3303104";"Natividade";"2015";"3";"155";"721"
"3303104";"Natividade";"2016";"3";"155";"823"
"3303104";"Natividade";"2017";"3";"98";"528"
"3303104";"Natividade";"2018";"6";"89";"537"
"3303104";"Natividade";"2019";"4";"93";"565"
"3303104";"Natividade";"2020";"3";"45";"471"
"3303104";"Natividade";"2021";"2";"61";"523"
"3303104";"Natividade";"2022";"1";"74";"527"
"3303104";"Natividade";"2023";"0";"48";"511"
"3303104";"Natividade";"2024";"2";"54";"574"
"3303104";"Natividade";"2025";"2";"33";"439"
"3303203";"Nilópolis";"2014";"3122";"1554";"9262"
"3303203";"Nilópolis";"2015";"2729";"1945";"8654"
"3303203";"Nilópolis";"2016";"4568";"1411";"9580"
"3303203";"Nilópolis";"2017";"4416";"1034";"8506"
"3303203";"Nilópolis";"2018";"3711";"1157";"8221"
"3303203";"Nilópolis";"2019";"3324";"1001";"7584"
"3303203";"Nilópolis";"2020";"2154";"869";"6171"
"3303203";"Nilópolis";"2021";"1684";"926";"5655"
"3303203";"Nilópolis";"2022";"1381";"1465";"6829"
"3303203";"Nilópolis";"2023";"991";"1362";"6560"
"3303203";"Nilópolis";"2024";"1120";"1721";"8232"
"3303203";"Nilópolis";"2025";"825";"1200";"6497"
"3303302";"Niterói";"2014";"6432";"7846";"30555"
"3303302";"Niterói";"2015";"5821";"6895";"28889"
"3303302";"Niterói";"2016";"7727";"6786";"29018"
"3303302";"Niterói";"2017";"8285";"5709";"27122"
"3303302";"Niterói";"2018";"8840";"6171";"28865"
"3303302";"Niterói";"2019";"5764";"6298";"26643"
"3303302";"Niterói";"2020";"2989";"4639";"19852"
"3303302";"Niterói";"2021";"2706";"4436";"22454"
"3303302";"Niterói";"2022";"2285";"5899";"27932"
"3303302";"Niterói";"2023";"1721";"6469";"29575"
"3303302";"Niterói";"2024";"1854";"7831";"34214"
"3303302";"Niterói";"2025";"1322";"6598";"27580"
"3303401";"Nova Friburgo";"2014";"163";"1268";"7763"
"3303401";"Nova Friburgo";"2015";"148";"1333";"7391"
"3303401";"Nova Friburgo";"2016";"168";"1042";"6645"
"3303401";"Nova Friburgo";"2017";"189";"1136";"6210"
"3303401";"Nova Friburgo";"2018";"206";"1182";"6407"
"3303401";"Nova Friburgo";"2019";"191";"979";"6132"
"3303401";"Nova Friburgo";"2020";"74";"327";"4026"
"3303401";"Nova Friburgo";"2021";"65";"502";"5238"
"3303401";"Nova Friburgo";"2022";"55";"828";"6651"
"3303401";"Nova Friburgo";"2023";"30";"829";"7055"
"3303401";"Nova Friburgo";"2024";"15";"849";"9163"
"3303401";"Nova Friburgo";"2025";"14";"568";"7668"
"3303500";"Nova Iguaçu";"2014";"10318";"5675";"36626"
"3303500";"Nova Iguaçu";"2015";"9153";"7123";"35900"
"3303500";"Nova Iguaçu";"2016";"14653";"5836";"38013"
"3303500";"Nova Iguaçu";"2017";"14149";"4297";"33347"
"3303500";"Nova Iguaçu";"2018";"12235";"4433";"32565"
"3303500";"Nova Iguaçu";"2019";"11304";"4430";"32423"
"3303500";"Nova Iguaçu";"2020";"6769";"2930";"23458"
"3303500";"Nova Iguaçu";"2021";"6638";"3579";"25115"
"3303500";"Nova Iguaçu";"2022";"5766";"4511";"30402"
"3303500";"Nova Iguaçu";"2023";"5665";"4169";"31962"
"3303500";"Nova Iguaçu";"2024";"7834";"5312";"39700"
"3303500";"Nova Iguaçu";"2025";"4706";"3911";"28237"
"3303609";"Paracambi";"2014";"86";"185";"1559"
"3303609";"Paracambi";"2015";"135";"193";"1706"
"3303609";"Paracambi";"2016";"181";"225";"1905"
"3303609";"Paracambi";"2017";"195";"173";"1452"
"3303609";"Paracambi";"2018";"246";"263";"1716"
"3303609";"Paracambi";"2019";"145";"251";"1636"
"3303609";"Paracambi";"2020";"67";"127";"1051"
"3303609";"Paracambi";"2021";"61";"164";"1389"
"3303609";"Paracambi";"2022";"50";"164";"1386"
"3303609";"Paracambi";"2023";"33";"189";"1532"
"3303609";"Paracambi";"2024";"27";"203";"1679"
"3303609";"Paracambi";"2025";"23";"204";"1436"
"3303708";"Paraíba do Sul";"2014";"27";"235";"1343"
"3303708";"Paraíba do Sul";"2015";"6";"222";"1266"
"3303708";"Paraíba do Sul";"2016";"27";"219";"1268"
"3303708";"Paraíba do Sul";"2017";"37";"157";"1333"
"3303708";"Paraíba do Sul";"2018";"24";"189";"1319"
"3303708";"Paraíba do Sul";"2019";"25";"142";"1516"
"3303708";"Paraíba do Sul";"2020";"11";"87";"1137"
"3303708";"Paraíba do Sul";"2021";"14";"98";"1239"
"3303708";"Paraíba do Sul";"2022";"9";"148";"1525"
"3303708";"Paraíba do Sul";"2023";"4";"170";"1757"
"3303708";"Paraíba do Sul";"2024";"9";"163";"1962"
"3303708";"Paraíba do Sul";"2025";"9";"120";"1642"
"3303807";"Paraty";"2014";"64";"498";"2270"
"3303807";"Paraty";"2015";"71";"464";"1991"
"3303807";"Paraty";"2016";"86";"422";"2035"
"3303807";"Paraty";"2017";"115";"367";"1958"
"3303807";"Paraty";"2018";"92";"392";"2061"
"3303807";"Paraty";"2019";"67";"324";"1946"
"3303807";"Paraty";"2020";"26";"164";"1374"
"3303807";"Paraty";"2021";"48";"199";"1697"
"3303807";"Paraty";"2022";"32";"285";"2206"
"3303807";"Paraty";"2023";"34";"308";"2507"
"3303807";"Paraty";"2024";"29";"262";"2699"
"3303807";"Paraty";"2025";"9";"256";"2020"
"3303856";"Paty do Alferes";"2014";"0";"0";"0"
"3303856";"Paty do Alferes";"2015";"0";"0";"0"
"3303856";"Paty do Alferes";"2016";"0";"0";"0"
"3303856";"Paty do Alferes";"2017";"7";"81";"343"
"3303856";"Paty do Alferes";"2018";"6";"85";"556"
"3303856";"Paty do Alferes";"2019";"12";"135";"836"
"3303856";"Paty do Alferes";"2020";"6";"55";"731"
"3303856";"Paty do Alferes";"2021";"3";"79";"825"
"3303856";"Paty do Alferes";"2022";"3";"95";"967"
"3303856";"Paty do Alferes";"2023";"8";"123";"1197"
"3303856";"Paty do Alferes";"2024";"0";"114";"1259"
"3303856";"Paty do Alferes";"2025";"4";"74";"922"
"3303906";"Petrópolis";"2014";"156";"1978";"8498"
"3303906";"Petrópolis";"2015";"234";"2150";"9347"
"3303906";"Petrópolis";"2016";"319";"2073";"9431"
"3303906";"Petrópolis";"2017";"388";"1990";"9438"
"3303906";"Petrópolis";"2018";"389";"2174";"10082"
"3303906";"Petrópolis";"2019";"327";"1853";"10517"
"3303906";"Petrópolis";"2020";"174";"1197";"8112"
"3303906";"Petrópolis";"2021";"193";"1241";"8835"
"3303906";"Petrópolis";"2022";"127";"1308";"11709"
"3303906";"Petrópolis";"2023";"116";"1314";"11925"
"3303906";"Petrópolis";"2024";"132";"1557";"13653"
"3303906";"Petrópolis";"2025";"106";"1233";"11042"
"3303955";"Pinheiral";"2014";"22";"191";"1053"
"3303955";"Pinheiral";"2015";"16";"155";"797"
"3303955";"Pinheiral";"2016";"35";"170";"969"
"3303955";"Pinheiral";"2017";"55";"180";"1023"
"3303955";"Pinheiral";"2018";"61";"166";"1017"
"3303955";"Pinheiral";"2019";"54";"198";"987"
"3303955";"Pinheiral";"2020";"26";"114";"708"
"3303955";"Pinheiral";"2021";"15";"93";"774"
"3303955";"Pinheiral";"2022";"18";"122";"998"
"3303955";"Pinheiral";"2023";"16";"162";"1130"
"3303955";"Pinheiral";"2024";"12";"138";"1086"
"3303955";"Pinheiral";"2025";"5";"66";"910"
"3304003";"Piraí";"2014";"54";"212";"1154"
"3304003";"Piraí";"2015";"52";"203";"1133"
"3304003";"Piraí";"2016";"61";"203";"1097"
"3304003";"Piraí";"2017";"44";"151";"900"
"3304003";"Piraí";"2018";"36";"140";"1039"
"3304003";"Piraí";"2019";"33";"142";"1176"
"3304003";"Piraí";"2020";"20";"127";"1117"
"3304003";"Piraí";"2021";"24";"150";"1012"
"3304003";"Piraí";"2022";"21";"144";"1289"
"3304003";"Piraí";"2023";"15";"150";"1605"
"3304003";"Piraí";"2024";"14";"120";"1325"
"3304003";"Piraí";"2025";"3";"106";"1149"
"3304102";"Porciúncula";"2014";"4";"152";"888"
"3304102";"Porciúncula";"2015";"2";"188";"875"
"3304102";"Porciúncula";"2016";"5";"198";"908"
"3304102";"Porciúncula";"2017";"6";"168";"725"
"3304102";"Porciúncula";"2018";"1";"178";"825"
"3304102";"Porciúncula";"2019";"2";"127";"831"
"3304102";"Porciúncula";"2020";"2";"79";"796"
"3304102";"Porciúncula";"2021";"2";"88";"713"
"3304102";"Porciúncula";"2022";"2";"131";"701"
"3304102";"Porciúncula";"2023";"3";"135";"737"
"3304102";"Porciúncula";"2024";"3";"120";"806"
"3304102";"Porciúncula";"2025";"2";"85";"609"
"3304110";"Porto Real";"2014";"18";"171";"936"
"3304110";"Porto Real";"2015";"17";"215";"959"
"3304110";"Porto Real";"2016";"41";"251";"985"
"3304110";"Porto Real";"2017";"42";"131";"772"
"3304110";"Porto Real";"2018";"35";"126";"867"
"3304110";"Porto Real";"2019";"19";"86";"714"
"3304110";"Porto Real";"2020";"8";"52";"534"
"3304110";"Porto Real";"2021";"10";"72";"723"
"3304110";"Porto Real";"2022";"11";"84";"804"
"3304110";"Porto Real";"2023";"10";"63";"776"
"3304110";"Porto Real";"2024";"1";"77";"818"
"3304110";"Porto Real";"2025";"3";"61";"746"
"3304128";"Quatis";"2014";"0";"0";"0"
"3304128";"Quatis";"2015";"0";"0";"0"
"3304128";"Quatis";"2016";"0";"0";"0"
"3304128";"Quatis";"2017";"7";"26";"186"
"3304128";"Quatis";"2018";"8";"42";"295"
"3304128";"Quatis";"2019";"1";"61";"274"
"3304128";"Quatis";"2020";"8";"23";"184"
"3304128";"Quatis";"2021";"7";"36";"284"
"3304128";"Quatis";"2022";"3";"47";"308"
"3304128";"Quatis";"2023";"4";"27";"337"
"3304128";"Quatis";"2024";"1";"46";"341"
"3304128";"Quatis";"2025";"3";"27";"313"
"3304144";"Queimados";"2014";"968";"999";"6388"
"3304144";"Queimados";"2015";"980";"1009";"5975"
"3304144";"Queimados";"2016";"1793";"997";"7219"
"3304144";"Queimados";"2017";"1527";"716";"5256"
"3304144";"Queimados";"2018";"1322";"711";"4706"
"3304144";"Queimados";"2019";"1354";"627";"4775"
"3304144";"Queimados";"2020";"701";"454";"3667"
"3304144";"Queimados";"2021";"1018";"725";"4685"
"3304144";"Queimados";"2022";"748";"855";"5534"
"3304144";"Queimados";"2023";"553";"1177";"6400"
"3304144";"Queimados";"2024";"548";"1033";"6495"
"3304144";"Queimados";"2025";"281";"587";"4511"
"3304151";"Quissamã";"2014";"75";"201";"1018"
"3304151";"Quissamã";"2015";"72";"181";"901"
"3304151";"Quissamã";"2016";"78";"195";"983"
"3304151";"Quissamã";"2017";"74";"96";"682"
"3304151";"Quissamã";"2018";"40";"129";"690"
"3304151";"Quissamã";"2019";"38";"144";"846"
"3304151";"Quissamã";"2020";"21";"60";"619"
"3304151";"Quissamã";"2021";"33";"126";"818"
"3304151";"Quissamã";"2022";"39";"138";"935"
"3304151";"Quissamã";"2023";"17";"125";"975"
"3304151";"Quissamã";"2024";"14";"83";"861"
"3304151";"Quissamã";"2025";"11";"47";"740"
"3304201";"Resende";"2014";"138";"1365";"5778"
"3304201";"Resende";"2015";"105";"1179";"5116"
"3304201";"Resende";"2016";"273";"1033";"4817"
"3304201";"Resende";"2017";"373";"968";"4729"
"3304201";"Resende";"2018";"365";"851";"4415"
"3304201";"Resende";"2019";"238";"806";"4740"
"3304201";"Resende";"2020";"141";"556";"4291"
"3304201";"Resende";"2021";"101";"538";"5100"
"3304201";"Resende";"2022";"73";"755";"5509"
"3304201";"Resende";"2023";"65";"752";"5734"
"3304201";"Resende";"2024";"37";"622";"5830"
"3304201";"Resende";"2025";"23";"503";"4743"
"3304300";"Rio Bonito";"2014";"169";"358";"1881"
"3304300";"Rio Bonito";"2015";"121";"421";"1940"
"3304300";"Rio Bonito";"2016";"199";"370";"1701"
"3304300";"Rio Bonito";"2017";"251";"320";"1679"
"3304300";"Rio Bonito";"2018";"278";"275";"1698"
"3304300";"Rio Bonito";"2019";"185";"344";"1740"
"3304300";"Rio Bonito";"2020";"86";"215";"1365"
"3304300";"Rio Bonito";"2021";"103";"314";"1635"
"3304300";"Rio Bonito";"2022";"90";"399";"1807"
"3304300";"Rio Bonito";"2023";"69";"292";"1816"
"3304300";"Rio Bonito";"2024";"48";"286";"2056"
"3304300";"Rio Bonito";"2025";"35";"254";"1876"
"3304409";"Rio Claro";"2014";"4";"68";"577"
"3304409";"Rio Claro";"2015";"9";"57";"568"
"3304409";"Rio Claro";"2016";"14";"85";"628"
"3304409";"Rio Claro";"2017";"14";"65";"613"
"3304409";"Rio Claro";"2018";"22";"75";"794"
"3304409";"Rio Claro";"2019";"12";"68";"705"
"3304409";"Rio Claro";"2020";"10";"49";"463"
"3304409";"Rio Claro";"2021";"6";"55";"555"
"3304409";"Rio Claro";"2022";"13";"40";"504"
"3304409";"Rio Claro";"2023";"5";"47";"591"
"3304409";"Rio Claro";"2024";"7";"52";"584"
"3304409";"Rio Claro";"2025";"2";"35";"508"
"3304508";"Rio das Flores";"2014";"3";"29";"266"
"3304508";"Rio das Flores";"2015";"1";"24";"266"
"3304508";"Rio das Flores";"2016";"4";"42";"325"
"3304508";"Rio das Flores";"2017";"2";"37";"298"
"3304508";"Rio das Flores";"2018";"0";"37";"321"
"3304508";"Rio das Flores";"2019";"2";"35";"330"
"3304508";"Rio das Flores";"2020";"0";"23";"295"
"3304508";"Rio das Flores";"2021";"0";"23";"282"
"3304508";"Rio das Flores";"2022";"0";"25";"362"
"3304508";"Rio das Flores";"2023";"0";"43";"406"
"3304508";"Rio das Flores";"2024";"0";"17";"416"
"3304508";"Rio das Flores";"2025";"2";"19";"290"
"3304524";"Rio das Ostras";"2014";"857";"1811";"6689"
"3304524";"Rio das Ostras";"2015";"740";"1798";"6555"
"3304524";"Rio das Ostras";"2016";"1094";"1535";"6766"
"3304524";"Rio das Ostras";"2017";"918";"1334";"5678"
"3304524";"Rio das Ostras";"2018";"1138";"1294";"5878"
"3304524";"Rio das Ostras";"2019";"846";"1538";"7028"
"3304524";"Rio das Ostras";"2020";"694";"1210";"6516"
"3304524";"Rio das Ostras";"2021";"567";"1253";"6826"
"3304524";"Rio das Ostras";"2022";"462";"1296";"8155"
"3304524";"Rio das Ostras";"2023";"261";"1309";"8560"
"3304524";"Rio das Ostras";"2024";"156";"1210";"8864"
"3304524";"Rio das Ostras";"2025";"105";"955";"6926"
"3304557";"Rio de Janeiro";"2014";"79204";"104492";"395717"
"3304557";"Rio de Janeiro";"2015";"81617";"98052";"376655"
"3304557";"Rio de Janeiro";"2016";"103014";"97516";"389539"
"3304557";"Rio de Janeiro";"2017";"123126";"86334";"375212"
"3304557";"Rio de Janeiro";"2018";"121111";"82490";"375027"
"3304557";"Rio de Janeiro";"2019";"104139";"91068";"379989"
"3304557";"Rio de Janeiro";"2020";"65477";"67511";"283339"
"3304557";"Rio de Janeiro";"2021";"63129";"67913";"299781"
"3304557";"Rio de Janeiro";"2022";"63905";"102795";"392363"
"3304557";"Rio de Janeiro";"2023";"53553";"106678";"407227"
"3304557";"Rio de Janeiro";"2024";"65501";"114175";"463158"
"3304557";"Rio de Janeiro";"2025";"46861";"91668";"362735"
"3304607";"Santa Maria Madalena";"2014";"4";"51";"355"
"3304607";"Santa Maria Madalena";"2015";"6";"50";"309"
"3304607";"Santa Maria Madalena";"2016";"16";"51";"297"
"3304607";"Santa Maria Madalena";"2017";"4";"48";"291"
"3304607";"Santa Maria Madalena";"2018";"6";"41";"328"
"3304607";"Santa Maria Madalena";"2019";"7";"36";"339"
"3304607";"Santa Maria Madalena";"2020";"1";"36";"252"
"3304607";"Santa Maria Madalena";"2021";"3";"27";"320"
"3304607";"Santa Maria Madalena";"2022";"3";"28";"331"
"3304607";"Santa Maria Madalena";"2023";"1";"32";"330"
"3304607";"Santa Maria Madalena";"2024";"3";"22";"316"
"3304607";"Santa Maria Madalena";"2025";"1";"28";"260"
"3304706";"Santo Antônio de Pádua";"2014";"37";"432";"2265"
"3304706";"Santo Antônio de Pádua";"2015";"25";"413";"1974"
"3304706";"Santo Antônio de Pádua";"2016";"43";"324";"1784"
"3304706";"Santo Antônio de Pádua";"2017";"40";"228";"1303"
"3304706";"Santo Antônio de Pádua";"2018";"45";"245";"1564"
"3304706";"Santo Antônio de Pádua";"2019";"29";"223";"1774"
"3304706";"Santo Antônio de Pádua";"2020";"16";"136";"1199"
"3304706";"Santo Antônio de Pádua";"2021";"20";"152";"1396"
"3304706";"Santo Antônio de Pádua";"2022";"13";"179";"1461"
"3304706";"Santo Antônio de Pádua";"2023";"5";"162";"1797"
"3304706";"Santo Antônio de Pádua";"2024";"3";"141";"1964"
"3304706";"Santo Antônio de Pádua";"2025";"7";"65";"1504"
"3304755";"São Francisco de Itabapoana";"2014";"46";"245";"1139"
"3304755";"São Francisco de Itabapoana";"2015";"48";"232";"1151"
"3304755";"São Francisco de Itabapoana";"2016";"51";"273";"1111"
"3304755";"São Francisco de Itabapoana";"2017";"67";"215";"911"
"3304755";"São Francisco de Itabapoana";"2018";"59";"237";"1111"
"3304755";"São Francisco de Itabapoana";"2019";"57";"315";"1282"
"3304755";"São Francisco de Itabapoana";"2020";"36";"144";"922"
"3304755";"São Francisco de Itabapoana";"2021";"37";"293";"1285"
"3304755";"São Francisco de Itabapoana";"2022";"28";"230";"1249"
"3304755";"São Francisco de Itabapoana";"2023";"31";"160";"1372"
"3304755";"São Francisco de Itabapoana";"2024";"35";"159";"1443"
"3304755";"São Francisco de Itabapoana";"2025";"26";"121";"1132"
"3304805";"São Fidélis";"2014";"18";"185";"1178"
"3304805";"São Fidélis";"2015";"14";"184";"1003"
"3304805";"São Fidélis";"2016";"22";"187";"974"
"3304805";"São Fidélis";"2017";"24";"190";"971"
"3304805";"São Fidélis";"2018";"21";"197";"973"
"3304805";"São Fidélis";"2019";"20";"176";"1117"
"3304805";"São Fidélis";"2020";"17";"128";"1127"
"3304805";"São Fidélis";"2021";"12";"186";"1157"
"3304805";"São Fidélis";"2022";"15";"209";"1375"
"3304805";"São Fidélis";"2023";"5";"206";"1688"
"3304805";"São Fidélis";"2024";"1";"206";"1805"
"3304805";"São Fidélis";"2025";"11";"131";"1355"
"3304904";"São Gonçalo";"2014";"15592";"6931";"47404"
"3304904";"São Gonçalo";"2015";"12606";"8228";"42476"
"3304904";"São Gonçalo";"2016";"20827";"6696";"48301"
"3304904";"São Gonçalo";"2017";"21037";"5374";"44819"
"3304904";"São Gonçalo";"2018";"23647";"5849";"47707"
"3304904";"São Gonçalo";"2019";"20270";"6375";"44647"
"3304904";"São Gonçalo";"2020";"10438";"4284";"26802"
"3304904";"São Gonçalo";"2021";"9772";"3999";"26533"
"3304904";"São Gonçalo";"2022";"6386";"5734";"28965"
"3304904";"São Gonçalo";"2023";"4115";"6424";"28771"
"3304904";"São Gonçalo";"2024";"4229";"6366";"29760"
"3304904";"São Gonçalo";"2025";"2749";"5163";"23159"
"3305000";"São João da Barra";"2014";"157";"430";"1616"
"3305000";"São João da Barra";"2015";"111";"404";"1730"
"3305000";"São João da Barra";"2016";"112";"422";"1468"
"3305000";"São João da Barra";"2017";"91";"370";"1220"
"3305000";"São João da Barra";"2018";"118";"450";"1420"
"3305000";"São João da Barra";"2019";"99";"481";"1736"
"3305000";"São João da Barra";"2020";"60";"433";"1488"
"3305000";"São João da Barra";"2021";"56";"358";"1395"
"3305000";"São João da Barra";"2022";"39";"357";"1458"
"3305000";"São João da Barra";"2023";"55";"335";"1450"
"3305000";"São João da Barra";"2024";"26";"323";"1557"
"3305000";"São João da Barra";"2025";"39";"268";"1547"
"3305109";"São João de Meriti";"2014";"7191";"2908";"21705"
"3305109";"São João de Meriti";"2015";"6563";"3238";"19848"
"3305109";"São João de Meriti";"2016";"10162";"2391";"22039"
"3305109";"São João de Meriti";"2017";"9875";"1720";"19656"
"3305109";"São João de Meriti";"2018";"9151";"1931";"20222"
"3305109";"São João de Meriti";"2019";"8941";"2054";"24063"
"3305109";"São João de Meriti";"2020";"7266";"1597";"19464"
"3305109";"São João de Meriti";"2021";"5465";"2096";"16471"
"3305109";"São João de Meriti";"2022";"4372";"2196";"14994"
"3305109";"São João de Meriti";"2023";"4168";"2090";"16396"
"3305109";"São João de Meriti";"2024";"3957";"2331";"19075"
"3305109";"São João de Meriti";"2025";"3055";"2212";"15154"
"3305133";"São José de Ubá";"2014";"0";"0";"0"
"3305133";"São José de Ubá";"2015";"0";"0";"0"
"3305133";"São José de Ubá";"2016";"0";"0";"0"
"3305133";"São José de Ubá";"2017";"1";"10";"67"
"3305133";"São José de Ubá";"2018";"4";"14";"90"
"3305133";"São José de Ubá";"2019";"1";"13";"79"
"3305133";"São José de Ubá";"2020";"0";"8";"89"
"3305133";"São José de Ubá";"2021";"3";"6";"112"
"3305133";"São José de Ubá";"2022";"0";"16";"96"
"3305133";"São José de Ubá";"2023";"4";"9";"109"
"3305133";"São José de Ubá";"2024";"1";"10";"149"
"3305133";"São José de Ubá";"2025";"2";"14";"112"
"3305158";"São José do Vale do Rio Preto";"2014";"7";"59";"400"
"3305158";"São José do Vale do Rio Preto";"2015";"3";"63";"432"
"3305158";"São José do Vale do Rio Preto";"2016";"7";"60";"527"
"3305158";"São José do Vale do Rio Preto";"2017";"5";"81";"582"
"3305158";"São José do Vale do Rio Preto";"2018";"10";"98";"588"
"3305158";"São José do Vale do Rio Preto";"2019";"5";"101";"881"
"3305158";"São José do Vale do Rio Preto";"2020";"3";"68";"718"
"3305158";"São José do Vale do Rio Preto";"2021";"1";"74";"575"
"3305158";"São José do Vale do Rio Preto";"2022";"2";"68";"678"
"3305158";"São José do Vale do Rio Preto";"2023";"2";"59";"650"
"3305158";"São José do Vale do Rio Preto";"2024";"8";"60";"738"
"3305158";"São José do Vale do Rio Preto";"2025";"2";"76";"674"
"3305208";"São Pedro da Aldeia";"2014";"278";"653";"3053"
"3305208";"São Pedro da Aldeia";"2015";"194";"586";"3142"
"3305208";"São Pedro da Aldeia";"2016";"320";"562";"2981"
"3305208";"São Pedro da Aldeia";"2017";"344";"475";"2962"
"3305208";"São Pedro da Aldeia";"2018";"438";"548";"3041"
"3305208";"São Pedro da Aldeia";"2019";"440";"463";"2881"
"3305208";"São Pedro da Aldeia";"2020";"230";"400";"2222"
"3305208";"São Pedro da Aldeia";"2021";"216";"456";"2844"
"3305208";"São Pedro da Aldeia";"2022";"226";"542";"3461"
"3305208";"São Pedro da Aldeia";"2023";"142";"529";"3641"
"3305208";"São Pedro da Aldeia";"2024";"140";"468";"3389"
"3305208";"São Pedro da Aldeia";"2025";"109";"354";"2628"
"3305307";"São Sebastião do Alto";"2014";"13";"32";"279"
"3305307";"São Sebastião do Alto";"2015";"5";"20";"249"
"3305307";"São Sebastião do Alto";"2016";"11";"26";"246"
"3305307";"São Sebastião do Alto";"2017";"11";"31";"307"
"3305307";"São Sebastião do Alto";"2018";"2";"14";"270"
"3305307";"São Sebastião do Alto";"2019";"8";"19";"279"
"3305307";"São Sebastião do Alto";"2020";"2";"15";"172"
"3305307";"São Sebastião do Alto";"2021";"1";"14";"183"
"3305307";"São Sebastião do Alto";"2022";"5";"21";"209"
"3305307";"São Sebastião do Alto";"2023";"1";"12";"164"
"3305307";"São Sebastião do Alto";"2024";"0";"14";"236"
"3305307";"São Sebastião do Alto";"2025";"0";"4";"143"
"3305406";"Sapucaia";"2014";"16";"80";"793"
"3305406";"Sapucaia";"2015";"17";"73";"633"
"3305406";"Sapucaia";"2016";"27";"106";"706"
"3305406";"Sapucaia";"2017";"21";"107";"592"
"3305406";"Sapucaia";"2018";"26";"96";"795"
"3305406";"Sapucaia";"2019";"29";"121";"826"
"3305406";"Sapucaia";"2020";"13";"72";"604"
"3305406";"Sapucaia";"2021";"8";"65";"583"
"3305406";"Sapucaia";"2022";"12";"59";"700"
"3305406";"Sapucaia";"2023";"9";"83";"940"
"3305406";"Sapucaia";"2024";"2";"56";"855"
"3305406";"Sapucaia";"2025";"3";"71";"710"
"3305505";"Saquarema";"2014";"183";"896";"3566"
"3305505";"Saquarema";"2015";"203";"878";"3481"
"3305505";"Saquarema";"2016";"229";"824";"3027"
"3305505";"Saquarema";"2017";"300";"817";"3177"
"3305505";"Saquarema";"2018";"325";"825";"3373"
